评分,评价,评论,日期,位置

5,超棒,酒店地理位置绝佳，除了隔音稍微差点，别的都挺好。酒店人员热情礼貌，下次来应该还会选择这里。,2023年8月9日,上海

5,超棒,"服务：很不错方言 送水🌸很满意  环境不错不错不错 设施很新齐全
卫生：卫生可以
环境：好
设施：赞入住很满意
服务：满意 酒店出行方便便利 
设施：行  推荐艺龙",2023年3月8日,上海

5,超棒,酒店的各项设施环境都不错，特别是入住不久，发现马桶的按钮有点问题通知了前台，立马响应叫师傅上来修好了。点个赞,2023年6月20日,上海

5,超棒,"RobotCoffee套餐:满意，
服务：好，热情，方言喜乐蛮好的，",2023年10月21日,上海

5,超棒,对方言和酒店的服务特别满意，酒店的位置也非常好，下楼就是南京路，走不远是外滩。,2023年9月14日,上海

5,超棒,小会和浩浩，可乐，杰利服务非常好，给免费升级的房间，明亮干净，房间电子产品使用很方便小朋友很喜欢，还给延时了退房，给艺龙点赞，以后外出还会选择艺龙。,2023年4月25日,上海

5,超棒,"1.酒店服务态度很好，住客需求可以尽力协助解决
2.酒店卫生不错
3.酒店位置优越，可以步行达到很多好吃饭店",2023年6月18日,上海

5,超棒,到店就有工作人员热情接待了，对这里的服务感到是十分的满意的，卫生很好，地理位置比较好，外滩十来分钟路程，就在南京路这附近，首次入住感还是很好的。,2023年4月14日,浙江

5,超棒,"设施：非常好，
设施：很可以，
环境：也不错，入住满意，周围逛街便利，商场非常多，挺好好，入住满意，给方言   多米杰利",2023年5月21日,上海

5,超棒,"房间很满意，拉开窗帘就可以看见南京路步行街。
卫生：很干净
环境：很好，隔音效果好。床很舒服。",2023年7月24日,上海

5,超棒,"RobotCoffee套餐:好
服务：满意，方言多米浩浩可乐服务热情满意",2023年10月3日,上海

5,超棒,"设施：好
服务：好，方言杰利 哑谜服务满意热情
环境：好，推荐",2023年11月9日,上海

4.2,,房间很不错，但是洗脸池水龙头太死，孩子根本打不开！还有就是前台的态度不怎么样，一点耐心没有！,2023年7月30日,广东

5,超棒,酒店非常方便，就在南京路边上，对于出差旅游的人特别事宜！,2023年12月5日,浙江

5,超棒,房间有小度控制，电视机可以投屏，有机器人送外卖到房间门口，小朋友非常满意，服务到位。,2023年8月21日,广东

5,超棒,"环境：可以
服务：可以，方言，小会，小琳，浩浩服务满意
RobotCoffee套餐:好",2023年8月17日,上海

5,超棒,每次去上海都住这家酒店，环境干净舒适，服务热情周到，位置更是方便，去步行街和外滩溜达着就到了，周围吃饭的也很多。,2023年6月6日,上海

5,超棒,酒店位置不错，就在南京路步行街边上，选择楼层好点的，正好可以看到南京路，房间宽敞明亮，干净整洁，前台服务非常不错！,2023年6月1日,上海

5,超棒,酒店很干净，服务也很热情，感谢浩浩、方言、伟涛的热情服务。下次来上海还会去住。早餐也还可以，就是有时候人比较多。,2023年2月18日,上海

5,超棒,酒店位置很好，不行几分钟就是南京路，距离地铁也很近。到店给做了房间升级，方言、半夏、兰兰、伟涛几位小伙伴服务很好，退房还送了小礼物👍,2023年7月12日,浙江

5,超棒,这里住的很舒服，每天都有免费饮料可口可乐和雪碧赠送，服务态度也相当好，出门过马路就是步行街，方便，很满意！🌹,2023年6月16日,浙江

5,超棒,地理位置优越，所有工作人员都非常热情、服务态度超好，前台的工作人员会贴心的在机器人麻烦时亲自送外卖上门,2023年6月28日,上海

5,超棒,"环境非常棒  好
卫生：可以
环境：不错
服务：方言 很微暖贴心 赞
大厅蛮大的
设施：很新不错  推荐
出行很便利  入住满意 下次再来  步行街很近外滩不错",2023年3月8日,上海

5,超棒,"设施：满意
环境：满意
服务：满意。方言可乐 小会多米亚米服务满意👍环境好，入住满意，酒店新",2023年7月27日,上海

5,超棒,志明小伙子可以，方言服务很好，入住体验非常棒，下次还来,2023年7月15日,上海

5,超棒,"喜乐方言小麦小琳米粒又加江月服务好
设施：好
服务：好",2023年12月12日,上海

4,,酒店周边地铁出行比较方便，我们孩子多也帮加了两床被子，服务都挺好，冲凉房有小飞虫，建议整改一下,2023年7月18日,上海

4.2,,房间挺干净，空间设计也合理，网上客服很好解答耐心详尽，距离野生动物园很近，步行大概十来分钟的距离，就是周边商务配套设施不完善,2023年5月10日,吉林

5,超棒,房间依然干净整洁，服务热情周到，去南京路逛吃方便。还会再次入住。,2023年10月28日,北京

5,超棒,房间不大，但细节做的挺好的。酒店很安静。服务也很细致。,2023年12月10日,上海

5,超棒,"设施：非常好
设施：非常好
环境：好
环境：好
服务：热情。方言热情周到。很满意",2023年8月31日,上海

5,超棒,"设施：好
卫生：好
环境：好
服务：好，服务满意方言。多米兰兰杰利咖啡可以",2023年9月17日,上海

5,超棒,"服务：总的来说还是挺贴心的，停车也很方便，特别感谢方言、多米、童夏、东方、玲珑


卫生：相对还是挺干净的，主要比较新，离步行街超近，除了枕头太高外，其他都挺好",2023年2月27日,江苏

3,,看着评分这么高选的酒店。结果 房间很小 卫生也一般 房间地板 淋雨的那个地方也是坏的。洗澡都很不方便,2023年6月28日,上海

4.7,很好,房间非常干净，设施很新。外面能看到南京路步行街的高楼，到外滩东方明珠都非常方便。早餐种类一般，不过价格非常便宜。,2023年5月31日,上海

5,超棒,住的挺舒服的，房间干净智能，餐饮不错，服务也很好（可乐，方言，多米等）,2023年10月1日,浙江

5,超棒,很棒 对象出门刚好经过上海停一天 没想到外滩这个价格能订空间这么大的之前住和平还有美豪丽致价格贵房间小 想要空间宽敞舒服点的可以订这家,2023年6月20日,上海

5,超棒,智能马桶，智能窗帘，卫生，服务热情，交通便利，离南京路步行街，外滩都很近，孩子喜欢呆在房间里。,2023年7月14日,山东

5,超棒,"设施：很新
环境：位置好
服务：房间很不错.喜乐，方言",2023年12月8日,上海

5,超棒,"设施是
设施：好
设施：好
设施：好
设施：好
设施：好
设施：好
设施：好
设施：好
设施：好
服务：好  方言小会小林浩浩服务满意不错
设施：好设施好",2023年5月10日,上海

5,超棒,"设施：好
设施：好
设施：好好
环境：好好
服务：好👌方言小琳浩浩 多米服务满意",2023年8月31日,上海

5,超棒,酒店在最市中心，交通非常方便，去哪里都方便。而且出门就是南京路，很好逛。门口还有全自动咖啡机。前台服务特别好，环境也不错，这个价位很好了,2023年4月7日,浙江

5,超棒,"服务好喜乐方言两江月杰利
位置好
设施：很新，很好",2023年12月25日,上海

5,超棒,干净卫生，比较新不吵，交通十分便利。去外滩十来分钟，性价比高,2023年11月7日,广东

5,超棒,房间干净整洁，就是天花板上有些破旧，包括卫生间比较小不太方便。床很软很舒服，服务很到位，当天前台服务员很热情，服务态度很好,2023年5月11日,广东

5,超棒,"设施：好
设施：好
设施：好
设施：好
设施：好
环境：好
环境：好
环境：好
设施：好
服务：好，满意方言 兰兰杰利",2023年5月18日,上海

5,超棒,"服务好,方言. 可乐. 小琳很优秀，地理位置好，交通方便",2023年11月30日,上海

5,超棒,房间干净卫生，前台服务很好，位置也很好，离南京街、外滩都很近，出行便利,2023年10月4日,上海

5,超棒,目前这几天出差睡的最舒服的酒店了～床软硬度太得我心了,2023年12月12日,广东

5,超棒,房间干净，洗澡厕所设施都很好，地段好，对面就是南京步行街，逛吃都很方便。,2023年9月19日,浙江

5,超棒,"设施：weizhi





位置好
环境：很不错
服务：房间很不错喜乐方言小琳",2023年12月15日,上海

5,超棒,房间卫生很干净，设施也很好，服务态度特别好，酒店距离南京路很近，周边美食也很多，会推荐给别的小伙伴,2023年6月30日,上海

5,超棒,房间很满意，比想象中的好很多，房间很干净，环境很好，早餐品种丰富，特别满意的一次出行,2023年8月7日,江苏

5,超棒,酒店环境非常舒服，房间非常干净整洁，所有员工的态度都非常亲切，特别是小琳、多米、方言、南初他们，让人感觉十分温馨,2023年5月9日,上海

5,超棒,"服务：满意方言，多米可乐小会，浩浩服务满意
RobotCoffee套餐:可以",2023年10月3日,上海

5,超棒,"设施：many
设施：满意
服务：满意
环境：好
服务：满意。方言",2023年10月10日,上海

5,超棒,"服务：服务满意方言
环境：可以
RobotCoffee套餐:可以",2023年10月18日,上海

5,超棒,十分满意的一次入住，前台的服务也非常到位，卫生 设施都非常齐全。,2023年10月17日,上海

5,超棒,对你了很多家.选择了这家酒店.离南京路和外滩都挺近.交通便利.服务可以.让人整体感觉很舒服.前台的小哥哥小姐姐也很热情.值得推荐！,2023年5月11日,福建

5,超棒,入住舒适，方言、喜乐和小会服务的很好，帮我们延迟了退房时间，下次来上海还选这家,2023年10月30日,上海

5,超棒,"设施：满意
设施：满意
服务：方言 喜乐 亚米服务满意号好",2023年11月9日,上海

5,超棒,整体都挺满意，房间也挺干净的，服务态度都很好，入住期间正好遇到周边施工，服务员调整了房间位置，还是比较安静的。,2023年5月25日,浙江

5,超棒,"设施：环境好
设施：好
服务：满意  方言 杰利  小琳浩浩
设施：满意
环境：好
设施：好
服务：好 方言",2023年6月3日,上海

5,超棒,挺好的，前台服务也不错，方言.多米.伟涛都很好！唯一差点就是健身房是旁边酒店的.,2023年8月17日,上海

5,超棒,位置不错，服务也很好，我儿子尿了两次床，都很及时帮我们处理了。对得起这个价格。,2023年8月25日,上海

5,超棒,酒店房间虽然不大，但设施还比较齐全，服务人员也比较热情，感谢方言、可乐、程艺,2023年8月28日,上海

5,超棒,小麦 方言 江月 晴天 等小伙伴服务周到环境不错,2023年12月29日,上海

5,超棒,酒店位置很好，离南京路步行街和外滩都很近，房间大，早餐丰富，下次还会选择这个酒店,2023年8月14日,浙江

5,超棒,体验了酒店智能化设计，小度挺好的，开关窗帘，开关灯，打开电视机，调频道，卫生干净，表扬工作人员，春节期间为我们服务，热情贴心，还赠送春节礼品，在此感谢。酒店位置好，出行方便。,2023年1月26日,江苏

5,超棒,"设施：满意
环境：满意
服务：满意喜乐方言小林小会",2023年12月28日,上海

5,超棒,小会，方言，多米，童夏服务很好，下次还会去的，住得很舒服，前台小姐姐服务也很好👍,2023年8月16日,上海

5,超棒,房间很干净，舒服。服务很好，女儿在大堂遗漏了耳机，还帮忙存好等待我们去认领，很赞！,2023年8月8日,上海

5,超棒,"可以服务：好意方言浩浩杰利陈艺志明服务满意
RobotCoffee套餐:好
环境：好",2023年8月2日,上海

5,超棒,酒店非常棒，干净整洁。特别是前台方言，帮我们升级了房间，热情周到，服务贴心。,2023年8月28日,上海

5,超棒,服务很好，早上9点到的，提前就让入住了，方言 兰兰多米 杰利，人都很棒,2023年9月17日,上海

5,超棒,入住体验很好，干净.舒适.安静.地理位置优越，房间里有淡淡桂花香氛，服务热情。非常感谢艺龙酒店的工作人员(☆^ー^☆)(≧∇≦)/。,2023年4月6日,上海

5,超棒,"房间干净整洁明亮
工作人员服务周到细致
酒店位置优越，交通便利，出行方便
早餐可口齐全",2023年7月27日,江苏

5,超棒,位置很好，卫生好，早餐好，服务也棒，前台几个忘名字服务热情,2023年11月4日,上海

5,超棒,浩浩和方言服务非常贴心，看到小朋友还有小礼物，房间干净，安静，温度适宜，酒店地理位置也超级方便，无论是去江边还是购物，步行均可到达，价位也适中，还有机器人送餐服务，不错,2023年1月28日,上海

5,超棒,"服务：房间很不错喜乐方言杰利

设施：很新很好",2024年1月2日,上海

5,超棒,"不错。离南京路很近，一个红绿灯就到了。
卫生：不错
环境：很好",2023年10月15日,上海

5,超棒,环境不错设施很好，喜乐方言小麦呀米江雪服务很热情,2023年12月22日,上海

5,超棒,"设施：好
服务：好
设施：好好
服务：好。方言 多米浩浩杰利服务满意好",2023年9月16日,上海

5,超棒,"多米杰力丫米江月服务好
设施：好
卫生：好
环境：好
服务：好",2023年10月15日,上海

5,超棒,房间干净整洁，工作人员也很热情，服务很周到，很棒的入住体验,2023年11月16日,上海

5,超棒,很不错很不错真的不错。服务到位。卫生到位。屋里的浴巾随时在消毒箱里消毒。矿泉水要凉有凉。要常温有常温。要热有热。出门就遛南京路。早餐很棒。打开窗帘还能看见上海中心。,2023年2月1日,安徽

5,超棒,位置很好，有空房所以可以提前入住，延迟退房，前台小茹，吖米，可乐的帮助很到位,2023年10月20日,上海

5,超棒,入住体验很好，工作人员方言 喜乐 兰兰 小会非常热情。,2023年11月20日,上海

5,超棒,房间很安静，隔音好，被子不潮很好，前台服务方言、多米、可乐、小会、吖咪服务态度很棒。,2023年7月27日,浙江

5,超棒,"设施：满意
服务：满意👍喜乐方言小麦可乐服务满意",2023年12月21日,上海

5,超棒,宾馆地理位置很好，去哪都很方便，房间干净整洁，工作人员服务态度非常和善友好，点赞👍,2023年8月2日,上海

5,超棒,"RobotCoffee套餐:可以
服务：可以
设施：可以  
服务：满意  方言 多米杰利 志明服务热情",2023年8月5日,上海

4.5,不错,交通非常方便，在上海市中心玩真的太便利了，早餐也很好，这个地段这个位置性价比很高.,2023年8月2日,吉林

5,超棒,"设施设施设施设施设施很不错
卫生可以
环境环境环境环境环境好 服务服务服务好。方言 天生 多米小林 林龙很不错。酒店新 交通便利原来推荐",2023年3月23日,上海

5,超棒,"设施：满意
RobotCoffee套餐:满意
服务：满意方言杰利兰兰哑迷伟涛服务满意",2023年7月31日,上海

4.7,很好,房间比预期中要好，环境和服务都不错👍除了早餐一般要再优化之外，其他都很满意。,2023年8月20日,广东

5,超棒,"RobotCoffee套餐:满意
服务：满意，杰利，方言，兰兰维涛哑谜服务热情
设施：好",2023年8月1日,上海

5,超棒,五星好评！挺高大上的，装修很新，房间内设施智能，隔音很好，离南京路几百米也不吵，出差或者出游都不错，最重要服务从上到下真的好，细节到位，给你的实际感受比期待更多，方方，伟涛，兰兰服务太热情了，高赞,2023年9月8日,浙江

5,超棒,"设施：很新
卫生：很干净
环境：很好
服务：蛮好的
就是早餐是真的很一般",2023年9月2日,北京

1,,这是一家按四星标准执行的酒店，真的让我太失望了，餐厅卫生简直太差，在这里我就不放照片了，怕大家看了太闹心，一定不要踩坑。,2023年4月20日,辽宁

5,超棒,服务不错、提前入住。到南京路步行街，观光巴士停永安百货门口，2-3分钟路程，到外滩5-6分钟,2023年6月27日,浙江

5,超棒,环境很好，服务热情，喜乐，方言，小咪，小茹很不错👍,2023年12月15日,北京

5,超棒,"设施：服务满意

环境：好满意
服务：好，。多米。方言可乐天生服务满意，酒店便利，非常喜欢
设施：很好
设施：很好",2023年5月2日,上海

5,超棒,非常好，位置方便。喜乐，方言，小琳，可乐的服务很好！,2023年11月28日,辽宁

4.7,很好,地理位置优越，很干净，淋浴花洒很好。服务态度优。硬件系统比如网速有待提高，因为用自己的手机流量都上不去网。总体满意,2023年4月30日,中国香港

5,超棒,"环境：好
服务：好，热情专业，给方言小姐姐点赞👍有问题及时解决，满意，
环境：挺好
设施：可以",2023年6月29日,上海

5,超棒,"设施：好
环境：好
服务：好，喜乐方言服务热情",2023年12月27日,上海

5,超棒,很好，方言，小晽，东方和伟涛待人热情，前台每次都会问号，服务人员有礼貌。设施优秀，各类物品质量好。枕头有点高。,2023年6月16日,江苏

5,超棒,房间非常好，感谢方言，多米，杰利，江月的帮助，这次出差非常愉乐,2023年10月11日,北京

5,超棒,酒店位置很好，交通便捷，服务也很好。下次还会选择。,2023年12月4日,安徽

5,超棒,酒店位置方便 房间也很干净 服务很好 外卖也可以由机器人送到房间,2023年9月30日,安徽

5,超棒,周末带老妈出来散散心，选择比较热闹的南京路，房间干净，大床很舒适、淋雨很给力，早餐还不错，特别感谢全台小方，热情细心。缺点就是门口地毯有点脏、房间厕所有烟味。总体还是很不错。,2023年3月2日,上海

5,超棒,酒店在南京路上，出门就是步行街，走路去外滩20分钟，地理位置很便利，酒店员工服务态度很好很耐心，一次不错的住宿体验,2023年5月3日,北京

5,超棒,地理位置优越，紧邻人民广场及南京路步行街。周围逛吃很方便。房间干净舒适，科技感十足。花洒水流很大，床很舒服。,2023年5月14日,辽宁

3,,九百多的价位，住的房间太小了。其他的，都还不错吧。服务员态度特别好,2023年9月20日,福建

5,超棒,房间干净，服务周到，位于南京路，离外滩和白渡桥都近，很方便,2023年10月25日,上海

5,超棒,"设施：满意很新
服务：好 方言喜乐优加小会兰兰伟涛服务热情",2023年11月23日,上海

5,超棒,"位置好
设施：很新
服务：很好喜乐方言杰利江月",2023年12月24日,上海

5,超棒,"服务：很热情好客
环境：干净整洁
卫生：不错不错
下次还会来住的，谢谢你们，辛苦了",2023年7月24日,上海

5,超棒,酒店位置很不错 离地铁稍微有点距离 胜在服务很好 感谢晴天 方言 陈忆小伙伴的帮忙 下次会再选择艺龙,2023年11月4日,上海

5,超棒,由于接下来行程安排，自己带着小朋友没办法拿行李叫了跑腿帮忙送行李，酒店前台的吖咪小姐姐非常热心的帮忙查路线帮忙交接行李非常贴心,2023年7月5日,上海

4,,酒店还可以，就是空气好像有点不大好，估计要装新风系统比较好，服务态度一流，马桶是马桶盖坐着舒服不冷，窗帘自动的很就是希望能够在洗手盆装一个推拉化妆镜会好一些。,2023年2月2日,上海

5,超棒,"设施：满意
环境：满意
服务：满意。方言 杰利，多米。可乐服务热情",2023年9月18日,上海

5,超棒,各方面都挺满意的，位置好，下次来还会住这里。另外服务员丫咪和其他人都不错。具体名字记不得了。,2023年9月25日,吉林

4.7,很好,"酒店地理位置不错，离南京路步行街近，附近地铁站也不远。服务挺不错的，免费提供茶水，退房有送小礼品。酒店设施齐全，卫生干净。
谢谢 可乐 方言 多米",2023年2月26日,中国香港

5,超棒,"设施：很好
环境：很好
服务：很好
服务：满意
服务：方言服务热情满意",2023年9月29日,上海

5,超棒,"设施：不错
环境：很香哦

服务：很热情 积极办理～",2023年11月20日,广东

5,超棒,环境很好，离外滩很近，前台服务很好，离店时下雨还贴心送了雨衣，很棒的体验！,2023年8月18日,江苏

5,超棒,"设施：齐全
卫生：满意
环境：很好
服务：满意",2023年12月24日,安徽

5,超棒,房间还行 服务超级棒 房间还行 服务超级棒 房间还行 服务超级棒 房间还行 服务超级棒,2023年7月10日,浙江

5,超棒,"设施：好
服务：好 小麦方言喜乐有加 可乐服务",2023年12月21日,上海

5,超棒,环境很不错 服务非常到位 感谢方言兰兰可乐的热情服务！下次还会再来～,2023年9月9日,上海

5,超棒,地理位置优越，服务态度很好，最后落了衣服也主动打电话联系寄回～,2023年10月2日,上海

4.2,,酒店位置不错，前台服务很好。只是早餐印象不好，刚吃完饭喝酸奶胃会不舒服，准备带到房间晚点喝，早餐厨师不让带，说必须在餐厅喝了才能走。😒,2023年3月13日,四川

5,超棒,很满意 服务很好 前台小姐姐很热情尤其是兰兰 方言 可乐 初夏这四位小姐姐 还有停车场 走大概100米就到南京路步行街了 地理位置很好,2023年3月11日,上海

5,超棒,位置好，离人民广场近，但又不是很吵闹的。是家又新又智能的酒店，毛巾都放在消毒柜里面。服务态度非常好。,2023年6月5日,北京

5,超棒,房间干净整洁，酒店周围有很多好吃的店，离外滩很近，工作人员很热情，方言、小会，可乐，初见服务态度很好，值得推荐。,2023年5月13日,内蒙古

5,超棒,"设施：好
卫生：好
环境：好
服务：好
RobotCoffee套餐:好
多米可乐小茹米粒服务好",2023年10月6日,上海

5,超棒,"服务：好
服务：满意
服务：满意。方言 浩浩 兰兰 小林可乐服务满意
设施：好
环境：好",2023年9月29日,上海

5,超棒,"房间：干净整洁（连续入住，后面收拾的就马虎点，希望保洁阿姨再加强钓）窗帘全遮光，窗子隔音很好
服务人员：重点夸夸，热情有礼貌！（印象最好的是服务人员，见面问好，面带微笑！）
早餐：种类齐全丰富，阿姨下的面挺好吃！
配套：齐全，还有消毒柜，矿泉水随处可拿，免费！
退房时还送了些小礼品，
周边：吃东西特别方便，好吃的好喝的挺多的
来上海三次，这次的酒店是最满意的，大玻璃窗也深得我意，下次出行的城市如果有艺龙，还会继续选择的！",2023年5月1日,湖北

5,超棒,"设施：很好
环境：很好
服务：很好，入住很满意，方言半夏志明，服务热情周到，酒店新",2023年7月18日,上海

2,,"整体感觉比较一般 冲着评分高去的 整体一般般 
酒店价位周边可选择性很多",2023年8月20日,上海

5,超棒,麻雀虽小五脏俱全，总体还是比较干净、整洁，靠近外滩、地铁口，出行很方便,2023年8月27日,浙江

5,超棒,位置好，离地铁站，南京路步行街近，带小朋友去MM豆巧克力世界和乐高都很方便,2023年8月12日,浙江

5,超棒,"服务：好
环境：好
服务：满意  方言 韦涛 杰利服务满意",2023年10月14日,浙江

2.5,,"房间一般
整体环境一般，都是低层
前台服务不错
设施极差，智能马桶不智能，不能清洗，纯属虚假宣传！！！
强烈不推荐！",2023年4月16日,江苏

5,超棒,地理位置很方便 ，就在南京步行路边上 前台 方言 和 可乐的 服务很赞耐心礼貌 ，下次还会选择艺龙,2023年5月28日,上海

5,超棒,"环境：好
环境：好
环境：好
服务：好
服务：好。
服务：很满意。入住很喜欢。对方言 伟涛小琳 东方很贴心。满意",2023年6月16日,上海

5,超棒,"设施：好
卫生：好
卫生：好
卫生：好
环境：好
环境：好
服务：好
服务：好方言可乐天生服务满意",2023年5月27日,上海

5,超棒,"服务满意
设施：好
设施：好
服务：好 方言喜乐小飞",2023年11月9日,上海

5,超棒,好好好好好好好好好好好好好好好好好好，很舒服,2023年12月24日,浙江

5,超棒,"环境，服务，都很不错。
设施：不错
卫生：很好
环境：很好
服务：很好",2023年8月24日,山东

5,超棒,服务员态度很好，房间安静、整洁。环境优美，交通方便，早餐不错！,2023年9月24日,上海

5,超棒,"服务：方言浩浩小会可乐
设施：可以
环境：可以

RobotCoffee套餐:可以",2023年7月22日,上海

5,超棒,酒店虽然小，但很干净卫生，前台小姐姐非常温柔，总体感觉不错。,2023年10月2日,上海

5,超棒,"设施：好
卫生：好
环境：好
服务：好
多米小茹亚米江月服务好",2023年10月22日,上海

5,超棒,"1.酒店位于步行街旁边，非常近，又不是在步行街上，所以不至于那么乱
2.寸土寸金的地方，性价比算高了，如果说非要有个缺点，就是房间小，不过这个价格这个品质这个地段，要啥自行车呀（这是我的缺点，不是酒店的）
3.虽然酒店名字很土，但实际上是个非常精致的酒店，各方面服务品质都很不错
4.房间内minibar免费，并且有送餐机器人可以把外卖送到门口，这样就不用下楼取外卖了！好多五星连锁酒店都做不到啊！
5.也非常感谢方言，杰利和志明三位酒店经理的全程服务，退房的时候很快，还暖心送了蒸汽眼贴可以在火车上使用！太贴心了！",2023年6月4日,北京

5,超棒,酒店地理位置、硬件设施、环境、服务都非常好，方言，半夏，志明，多米的服务超级棒。,2023年7月18日,江苏

5,超棒,"环境很不错，设施可以，服务各方面都不错，方言 伟涛，兰兰服务好
环境：好
服务：好",2023年9月8日,上海

5,超棒,"方言，小会，小琳的服务非常好，感谢感谢
酒店整体不错，智能化电器孩子们都特别喜欢
我最喜欢的是烘干机，太给力啦
交通方便，附近热门景点走路就Ok",2023年8月17日,上海

5,超棒,"服务：好
服务：方言多米魏涛杰里志明服务满意，出行便利，咖啡好喝",2023年10月14日,上海

5,超棒,方言，喜乐，兰兰，小林的服务简直太棒了，非常热情，下次一定还要来住一下。交通也很方便,2023年11月22日,上海

5,超棒,"设施：好
设施：好
环境：环境好好
服务：满意 方言 多米 可乐天生服务满意，入住可以  交通便利  推荐",2023年5月2日,上海

5,超棒,"方言杰利维涛多米志明服务满意
服务：好
环境：好
设施：好",2023年10月14日,上海

5,超棒,"满意
服务：好方言多米洁利江月服务好
设施：好
服务：好",2023年10月16日,上海

5,超棒,一个月内再次入住，入住体验依然非常好。服务人员非常友善且乐于帮助我们解决问题。强烈推荐！,2023年6月20日,美国

5,超棒,"服务：好
环境：好
服务：好，方言喜乐米粒兰兰服务热情",2023年10月27日,上海

5,超棒,酒店里面环境挺好的，房间睡着比较舒适。我对酒店的卫生间环境会比较苛刻，这家酒店环境符合我的要求。我们是三个人，那两张床拼起来了。,2023年3月12日,上海

4.2,,方言和小琳亲切可爱，服务态度很好，电梯口有免费的蒸馏水拿，早餐还算可以，离南京路步行街和外滩很近，步行几分钟就到了。,2023年5月6日,上海

5,超棒,性价比高，房间干净，早餐也很满意，更适合中国宝宝的中国胃,2023年10月15日,上海

5,超棒,比较不错，工作人员服务态度很好，地理位置优越，卫生干净整洁，设施设备齐全先进,2023年7月28日,江苏

5,超棒,"房间服务很不错喜乐方言小麦
设施：很新很完善",2023年12月18日,上海

4.7,很好,酒店房间很大，但是洗澡的喷头有问题，已反应，前台会找人修理,2023年10月6日,上海

5,超棒,还是挺干净的，从卫生间和淋浴室就能看出来，就是垃圾桶有点小，建议统一更换大一点的，不然太容易就满了,2023年5月21日,上海

5,超棒,前台服务很好，小冰箱里的饮品也是免费的，外卖也有机器人送上楼，很方便,2023年8月25日,上海

5,超棒,"房间服务
设施：很好
房间服务很不错喜乐方言小会",2023年11月24日,上海

5,超棒,"房间整洁干净布局合理，前台小姐姐非常热情，体验感很好👍下次还会选择。
设施：新
卫生：干净",2023年6月15日,天津

5,超棒,酒店工作人员服务热情周到，房间干净整洁明亮，科技感强，人性化，特别是整体的舒适度，绝对上海住宿的唯一选择！,2023年4月28日,上海

3,,总体一般，房间卫生不到位，电视机下边长条和边脚线处都是灰，4位数的价格入住体感不好。,2023年9月11日,湖南

5,超棒,"服务超级好 非常满意 服务到位
设施：先进
卫生：干净
环境：高级
服务：周到",2023年7月20日,上海

4.7,很好,员工服务态度良好 热情尽责 地点位置适中 交通方便 早餐一般水平 可选择性不多 下次旅游列为可考虑之一,2023年5月8日,中国香港

5,超棒,这个地段，房间大小，卫生环境，都可以！唯一一点，价格稍贵了点，可能暑假+周末吧。,2023年7月9日,上海

5,超棒,酒店位置不错，前台也很好，离开当天有事还给延了2个小时退房，十分感谢。,2023年8月24日,辽宁

5,超棒,非常满意，孩子非常喜欢住宿的环境，机器人送餐也很方便，下次来还住这里，推荐！,2023年7月21日,上海

5,超棒,"设施：可以
卫
环境：好
服务：满意，方言，多米小会，服务满意很好
设施：好",2023年7月23日,上海

5,超棒,挺好的，机器人送外卖很方便，房间挺智能的，电视可以投屏很方便,2023年9月28日,山东

5,超棒,酒店地理位置好，周边美食多，出行方便，下次还会来住,2023年11月10日,浙江

5,超棒,非常好，性价比也可以，就是别涨价，别超标准最好,2023年12月17日,北京

5,超棒,"房间服务很不错，喜乐方言米粒
设施：很好很新",2023年12月13日,上海

5,超棒,交通便利，服务周到，房间设施齐全，商务出差优选🎉,2023年11月19日,北京

5,超棒,满意，卫生也不错，位置也很好，就在南京路旁边一点点，到外滩也很近,2023年9月3日,浙江

5,超棒,酒店很干净，服务人员也很好，适合带孩子出行游玩，地铁各条线都可以到达,2023年8月20日,浙江

5,超棒,"设施：很好环境卫生不错，交通便利酒店很新，推荐，方经理和浩浩很不错，服务满意
环境：好",2023年1月28日,上海

5,超棒,各方面都很好，可乐、多米、浩浩、米粒等几个服务员都很不错，房间也收拾的挺干净,2023年10月4日,上海

5,超棒,"设施：好
卫生：好
环境：好
服务：好满意方言多米可乐哑米服务好
环境：好",2023年7月25日,上海

4.5,不错,"周末旅游，出行方便，离地铁站很近。就在假日酒店一起门厅不大，服务人员办理速度还可以。
唯一一点就是房间地面不太干净",2023年4月9日,浙江

5,超棒,"设施：满意
环境：满意
服务：满意，方言 浩浩 多米 杰利满意",2023年9月16日,上海

5,超棒,"酒店位置不错，周边有很多可以逛的地方，晚上和晨起窗外的景色都不错，早餐也还可以。
服务：周到热情！
卫生：干净整洁
设施：简洁温馨",2023年3月1日,北京

5,超棒,"喜乐方言小会
酒店环境很好 景色很不错 环境很舒适",2023年11月6日,上海

5,超棒,"设施：好
卫生：好
环境：好
服务：好好好",2023年12月21日,上海

5,超棒,"卫生：好

环境：很好
服务：很好

满意",2023年12月21日,上海

